Project_ID,Area_Type,Built_Up_Area_sqft,Floors,Wall_Thickness_inches,Roof_Type,Soil_Type,Paint_Type,Flooring,Construction_Quality,Cement_Required_bags,Sand_Required_m3,Aggregate_Required_m3,Steel_Required_kg,Bricks_Required_units,Paint_Required_litres,Total_Material_Cost_INR,Labour_Cost_INR,Total_Construction_Cost_INR
P0658,Rural,1340,2,9.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,587,35.4,24.6,4865,12435,624,4368480,2773806,7142286
P0659,Urban,1382,2,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,550,36.1,27.1,5306,12445,579,4375975,3308499,7684474
P0660,Urban,1421,1,6.0,RCC Flat Roof,Soft,Plastic Emulsion,Ceramic Tiles,Standard,634,32.5,22.6,6199,12484,498,4463316,3279685,7743001
P0661,Urban,1364,1,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,590,33.1,22.1,5768,12056,678,4531132,3268133,7799265
P0662,Rural,987,1,6.0,RCC Flat Roof,Medium,Distemper,Mosaic,Basic,423,26.9,16.7,3763,8647,348,2976955,1956007,4932962
P0663,Urban,1403,2,6.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,610,33.0,26.4,5875,12129,605,4160084,3153238,7313322
P0664,Urban,1597,1,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Imported Vitrified Tiles,Premium,640,42.7,24.7,6903,14933,579,8657779,5748207,14405986
P0665,Urban,1667,2,9.0,RCC Flat Roof,Soft,Royal Emulsion,Imported Vitrified Tiles,Premium,676,37.7,30.6,5847,14920,631,7753067,5219683,12972750
P0666,Rural,1616,2,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Italian Marble,Premium,627,38.5,32.0,6679,14719,736,7208975,5113038,12322013
P0667,Semi-Urban,1684,2,6.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,667,41.8,30.0,6134,15347,670,6982814,4983339,11966153
P0668,Urban,1516,1,9.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,682,37.3,28.1,5582,13977,695,8484506,6172544,14657050
P0669,Semi-Urban,1619,2,6.0,RCC Flat Roof,Medium,Royal Emulsion,Italian Marble,Premium,680,44.8,30.1,6782,16086,760,7396275,5620812,13017087
P0670,Urban,1706,2,6.0,RCC Sloped Roof,Hard,Apex Weather Proof,Granite,Premium,688,43.1,32.8,7478,14195,683,8600589,6225114,14825703
P0671,Urban,1565,2,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Granite,Premium,697,38.2,29.0,6271,15036,715,7561835,5429353,12991188
P0672,Urban,1197,1,6.0,Metal Sheet Roof,Hard,Standard Acrylic,Ceramic Tiles,Basic,487,32.4,23.4,4795,10998,546,2593843,1658599,4252442
P0673,Urban,1411,2,9.0,RCC Flat Roof,Soft,Royal Emulsion,Imported Vitrified Tiles,Premium,553,37.2,26.9,5896,13000,613,8593976,5456370,14050346
P0674,Semi-Urban,1260,1,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,509,32.2,20.1,5528,12117,539,4297963,2824325,7122288
P0675,Urban,1440,1,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,549,34.8,26.9,5774,12223,576,4304982,2731794,7036776
P0676,Urban,1002,2,4.5,RCC Flat Roof,Soft,Standard Acrylic,Ceramic Tiles,Basic,389,23.3,18.3,3892,9692,493,2754769,1773582,4528351
P0677,Urban,1596,3,6.0,RCC Flat Roof,Medium,Apex Weather Proof,Imported Vitrified Tiles,Premium,695,38.6,25.7,7068,13747,653,8393577,5549854,13943431
P0678,Urban,1174,1,6.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,474,28.8,23.1,5178,11072,566,4528675,3290455,7819130
P0679,Urban,987,2,6.0,RCC Flat Roof,Soft,Distemper,Mosaic,Basic,436,21.9,16.7,3974,9235,387,2653477,1960234,4613711
P0680,Urban,1157,1,6.0,RCC Flat Roof,Soft,Standard Acrylic,Ceramic Tiles,Basic,463,31.4,23.1,4777,11095,540,2616487,1884451,4500938
P0681,Urban,1000,1,4.5,Metal Sheet Roof,Soft,Standard Acrylic,Ceramic Tiles,Basic,409,23.0,15.6,4078,8728,362,2963723,1869333,4833056
P0682,Urban,1420,3,9.0,RCC Flat Roof,Medium,Lustre Paint,Granite,Premium,567,36.1,26.8,6287,12101,568,8078858,5664062,13742920
P0683,Rural,1749,2,9.0,RCC Sloped Roof,Medium,Royal Emulsion,Italian Marble,Premium,711,44.7,26.8,6569,14680,616,8591210,5915723,14506933
P0684,Urban,1354,2,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,596,33.8,24.2,5510,11943,513,4465126,2918812,7383938
P0685,Urban,1111,1,6.0,RCC Flat Roof,Soft,Standard Acrylic,Ceramic Tiles,Basic,490,30.0,21.8,4398,10595,487,2374625,1729248,4103873
P0686,Rural,1170,1,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Ceramic Tiles,Standard,504,27.3,19.9,4689,11255,556,4325624,2712682,7038306
P0687,Urban,1395,2,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,617,38.7,24.5,5996,13850,519,4317227,3377047,7694274
P0688,Semi-Urban,1771,2,9.0,RCC Flat Roof,Hard,Royal Emulsion,Granite,Premium,763,46.0,34.3,7739,16218,734,6569291,4407074,10976365
P0689,Semi-Urban,963,2,6.0,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,433,25.7,15.8,3638,8989,466,2382069,1623582,4005651
P0690,Urban,1771,3,9.0,RCC Flat Roof,Hard,Royal Emulsion,Imported Vitrified Tiles,Premium,700,42.6,33.4,7208,14495,734,6429281,4372639,10801920
P0691,Rural,1668,2,9.0,RCC Sloped Roof,Hard,Lustre Paint,Italian Marble,Premium,727,44.4,32.7,6727,13677,731,6638819,4303620,10942439
P0692,Urban,1413,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,539,39.3,27.7,6267,12335,607,4427307,2745350,7172657
P0693,Rural,1173,2,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,512,32.4,22.2,4258,9574,414,4656421,3133822,7790243
P0694,Semi-Urban,1466,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Imported Vitrified Tiles,Premium,585,33.5,22.9,6157,11745,616,8469875,6464692,14934567
P0695,Semi-Urban,1739,2,9.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,721,41.8,28.7,6203,17027,789,8391601,6400650,14792251
P0696,Urban,1418,1,6.0,Slab Roof,Soft,Premium Acrylic,Vitrified Tiles,Standard,548,34.7,27.3,5986,13850,627,4528289,3446582,7974871
P0697,Urban,1718,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Imported Vitrified Tiles,Premium,688,46.8,25.8,6049,15344,662,6158245,4081766,10240011
P0698,Urban,1156,2,6.0,RCC Flat Roof,Medium,Premium Acrylic,Ceramic Tiles,Standard,513,27.4,18.4,4348,10985,468,4037021,3040464,7077485
P0699,Urban,1503,3,9.0,RCC Flat Roof,Hard,Royal Emulsion,Imported Vitrified Tiles,Premium,660,39.2,29.7,6028,14770,744,7107957,4528608,11636565
P0700,Urban,1341,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,573,36.5,22.6,5822,11884,550,4042110,3154105,7196215
P0701,Semi-Urban,1402,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,603,34.3,21.2,4954,13136,666,4703724,3103777,7807501
P0702,Urban,1405,3,9.0,RCC Sloped Roof,Hard,Royal Emulsion,Italian Marble,Premium,557,37.4,24.8,6221,12444,675,5960746,4194931,10155677
P0703,Rural,1461,3,9.0,RCC Flat Roof,Medium,Lustre Paint,Imported Vitrified Tiles,Premium,573,32.8,24.8,5956,14186,724,8677783,6121388,14799171
P0704,Urban,1750,2,9.0,RCC Flat Roof,Hard,Royal Emulsion,Granite,Premium,772,44.2,28.3,7614,15950,666,8211752,5533825,13745577
P0705,Urban,1605,3,6.0,RCC Flat Roof,Soft,Apex Weather Proof,Italian Marble,Premium,641,38.5,29.3,6832,15245,684,8656226,5565801,14222027
P0706,Urban,1115,1,4.5,RCC Flat Roof,Hard,Distemper,Ceramic Tiles,Basic,476,27.2,19.9,4612,11088,401,2412779,1711100,4123879
P0707,Urban,1550,3,6.0,RCC Flat Roof,Hard,Royal Emulsion,Granite,Premium,656,34.6,24.9,5540,13295,688,7355477,5028082,12383559
P0708,Semi-Urban,958,1,6.0,RCC Flat Roof,Soft,Standard Acrylic,Ceramic Tiles,Basic,386,26.2,14.6,3688,7891,339,2578388,1970862,4549250
P0709,Urban,1691,3,9.0,RCC Sloped Roof,Soft,Royal Emulsion,Imported Vitrified Tiles,Premium,726,46.3,27.4,6502,16074,699,8198435,5236344,13434779
P0710,Semi-Urban,1170,2,9.0,RCC Flat Roof,Soft,Plastic Emulsion,Ceramic Tiles,Standard,499,29.0,21.1,4413,10001,429,4137800,3161928,7299728
P0711,Urban,1087,2,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,428,26.9,17.2,4845,10388,500,2864440,1898415,4762855
P0712,Urban,1260,2,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,492,30.6,22.9,5099,10662,505,4728946,3194335,7923281
P0713,Semi-Urban,1443,1,6.0,Slab Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,617,32.1,26.0,5750,11849,565,4755967,2997246,7753213
P0714,Urban,1198,2,9.0,RCC Flat Roof,Soft,Plastic Emulsion,Ceramic Tiles,Standard,471,28.2,18.3,5349,11625,583,4528359,2885057,7413416
P0715,Urban,1634,2,9.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,723,41.6,27.4,6099,15087,696,9057283,5563126,14620409
P0716,Rural,1010,1,4.5,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,416,22.8,16.8,3918,9020,424,2667087,1967937,4635024
P0717,Semi-Urban,1170,2,4.5,RCC Flat Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,518,28.1,23.4,4215,9483,559,2681428,1674114,4355542
P0718,Urban,955,1,6.0,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,387,21.1,17.6,3650,8731,471,2377429,1735997,4113426
P0719,Rural,1473,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Granite,Premium,626,37.4,23.3,6389,14614,524,7433270,5730371,13163641
P0720,Semi-Urban,1224,2,9.0,RCC Flat Roof,Medium,Premium Acrylic,Ceramic Tiles,Standard,483,31.3,23.1,4698,10721,591,4566249,3249302,7815551
P0721,Semi-Urban,1183,1,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,527,30.2,19.8,4880,11618,462,2886151,2003086,4889237
P0722,Rural,1708,1,9.0,RCC Sloped Roof,Medium,Lustre Paint,Italian Marble,Premium,650,41.7,29.6,7527,16717,845,6659548,4202431,10861979
P0723,Urban,1471,3,9.0,RCC Flat Roof,Soft,Lustre Paint,Granite,Premium,660,40.2,29.1,5652,12078,556,7792701,5414602,13207303
P0724,Semi-Urban,1270,1,9.0,Slab Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,493,28.0,19.4,5608,12467,487,4238780,2911373,7150153
P0725,Rural,1151,2,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,488,25.7,20.8,4204,11120,464,4324799,3171907,7496706
P0726,Semi-Urban,1074,2,6.0,RCC Flat Roof,Soft,Standard Acrylic,Mosaic,Basic,460,27.7,16.2,4562,8788,417,2402097,1648046,4050143
P0727,Urban,1720,2,9.0,RCC Flat Roof,Medium,Apex Weather Proof,Granite,Premium,758,46.4,28.9,7052,14297,740,5783511,4295360,10078871
P0728,Semi-Urban,1014,1,6.0,RCC Flat Roof,Hard,Distemper,Ceramic Tiles,Basic,393,23.1,18.1,3822,8907,415,2584222,1943835,4528057
P0729,Urban,1496,3,9.0,RCC Sloped Roof,Hard,Lustre Paint,Italian Marble,Premium,639,40.4,25.9,6124,12767,668,8832763,5432995,14265758
P0730,Urban,1665,1,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Italian Marble,Premium,663,37.9,29.2,6083,15372,621,8581661,5850991,14432652
P0731,Semi-Urban,1577,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Granite,Premium,638,35.5,29.4,6893,15675,771,6207692,4004930,10212622
P0732,Semi-Urban,1148,1,4.5,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,490,27.3,19.1,4800,9986,438,2785010,1996450,4781460
P0733,Urban,1380,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,530,32.2,26.2,5940,11611,552,4026546,3061766,7088312
P0734,Urban,1302,2,9.0,Slab Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,554,31.6,25.9,5423,12906,495,4889909,3102261,7992170
P0735,Urban,1398,1,6.0,Slab Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,593,38.2,23.4,5542,13689,546,4913023,3076541,7989564
P0736,Semi-Urban,1098,1,4.5,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,428,28.0,20.1,4634,9344,398,2812625,2167932,4980557
P0737,Urban,1437,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,619,35.2,25.3,5194,14346,568,4752404,3193439,7945843
P0738,Urban,976,1,6.0,RCC Flat Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,424,25.7,14.9,3983,8062,483,2912611,1872480,4785091
P0739,Urban,1244,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,480,30.2,23.9,5482,10130,553,4280622,2841129,7121751
P0740,Urban,1221,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,504,32.5,23.2,5066,10910,532,4470625,3196358,7666983
P0741,Urban,1294,2,9.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,558,34.0,25.8,5204,12490,564,4523287,2862332,7385619
P0742,Semi-Urban,1664,3,6.0,RCC Flat Roof,Hard,Lustre Paint,Imported Vitrified Tiles,Premium,699,44.0,29.0,5872,13525,716,7969978,5244442,13214420
P0743,Urban,1370,1,9.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,525,32.1,25.2,4911,11630,655,4594359,3127549,7721908
P0744,Urban,1310,2,9.0,Slab Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,534,34.5,25.4,5154,11882,641,3992159,3055523,7047682
P0745,Semi-Urban,1519,1,6.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,657,36.1,28.6,6448,12898,697,6530464,4266072,10796536
P0746,Urban,1188,1,6.0,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,470,33.2,21.1,4984,9785,460,2393137,1817282,4210419
P0747,Urban,1424,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,559,38.1,24.6,5451,11842,534,4368394,2915741,7284135
P0748,Urban,1230,2,6.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,482,27.2,18.6,4929,11646,452,4082928,3039157,7122085
P0749,Urban,973,1,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,409,26.8,18.2,4053,8917,411,2409339,1808737,4218076
P0750,Semi-Urban,1349,1,6.0,RCC Flat Roof,Hard,Premium Acrylic,Ceramic Tiles,Standard,588,35.6,25.6,5626,12599,607,4282743,2965792,7248535
P0751,Urban,1564,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Imported Vitrified Tiles,Premium,627,37.8,29.1,6430,13070,635,8027733,5623242,13650975
P0752,Urban,1018,1,4.5,RCC Flat Roof,Hard,Distemper,Ceramic Tiles,Basic,388,24.8,18.8,4270,9019,461,2470470,1707803,4178273
P0753,Rural,1267,2,6.0,Slab Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,520,32.1,19.4,5316,10269,598,4365496,2796963,7162459
P0754,Urban,1453,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Granite,Premium,653,33.5,28.9,5632,12206,598,6934271,4684042,11618313
P0755,Urban,1699,3,6.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,687,39.1,28.7,6655,14613,761,7047677,4409517,11457194
P0756,Urban,1009,1,4.5,Metal Sheet Roof,Soft,Standard Acrylic,Ceramic Tiles,Basic,450,23.1,17.5,4073,9064,474,2516345,1675997,4192342
P0757,Urban,1420,1,6.0,RCC Flat Roof,Soft,Premium Acrylic,Ceramic Tiles,Standard,617,32.4,27.4,5537,13432,610,4479251,2867199,7346450
P0758,Urban,1246,1,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,499,29.6,21.8,5440,11948,616,3985063,3076730,7061793
P0759,Urban,1143,2,6.0,RCC Flat Roof,Medium,Distemper,Mosaic,Basic,464,25.9,20.0,4999,11172,401,2501892,1578315,4080207
P0760,Urban,1069,2,4.5,Metal Sheet Roof,Soft,Distemper,Ceramic Tiles,Basic,430,27.2,17.6,4171,10186,413,2465109,1573863,4038972
P0761,Urban,1533,2,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Italian Marble,Premium,620,37.8,27.0,6334,14718,640,7711076,4949773,12660849
P0762,Urban,1719,2,9.0,RCC Flat Roof,Hard,Royal Emulsion,Imported Vitrified Tiles,Premium,738,46.0,31.6,6371,14131,815,7035672,4656730,11692402
P0763,Urban,1604,2,9.0,RCC Flat Roof,Hard,Royal Emulsion,Granite,Premium,718,43.9,26.8,7215,12843,568,6671077,4275336,10946413
P0764,Urban,1268,2,6.0,Slab Roof,Soft,Premium Acrylic,Vitrified Tiles,Standard,558,28.9,23.0,5351,10551,564,3976255,3084513,7060768
P0765,Urban,1610,2,6.0,RCC Sloped Roof,Hard,Apex Weather Proof,Imported Vitrified Tiles,Premium,612,39.9,24.3,7097,14549,581,8275884,6329907,14605791
P0766,Urban,1301,1,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,568,30.1,21.1,5694,12540,575,4920419,3019814,7940233
P0767,Semi-Urban,1016,2,4.5,Metal Sheet Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,415,28.3,18.2,4436,10065,458,2499722,1716114,4215836
P0768,Urban,1013,2,4.5,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,407,23.9,19.0,3915,9575,423,2395064,1644955,4040019
P0769,Urban,1429,3,9.0,RCC Flat Roof,Hard,Royal Emulsion,Imported Vitrified Tiles,Premium,594,39.4,24.3,6428,13087,509,8856214,6023045,14879259
P0770,Urban,985,1,6.0,RCC Flat Roof,Hard,Standard Acrylic,Mosaic,Basic,390,26.2,15.2,3823,8878,384,2386320,1646160,4032480
P0771,Semi-Urban,1627,2,9.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,640,44.2,31.6,6177,15695,656,8331893,6390296,14722189
P0772,Semi-Urban,1100,1,4.5,RCC Flat Roof,Hard,Standard Acrylic,Mosaic,Basic,430,24.6,18.3,4357,9250,434,2629407,1967038,4596445
P0773,Semi-Urban,1569,3,6.0,RCC Flat Roof,Soft,Lustre Paint,Italian Marble,Premium,634,35.3,27.3,6634,14330,595,8128086,5434803,13562889
P0774,Semi-Urban,1215,2,6.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,540,32.9,20.5,4949,9786,473,4780221,3152224,7932445
P0775,Semi-Urban,1096,2,4.5,Metal Sheet Roof,Medium,Distemper,Ceramic Tiles,Basic,425,28.9,21.6,4505,10337,508,2506534,1846834,4353368
P0776,Urban,1622,1,6.0,RCC Flat Roof,Medium,Lustre Paint,Granite,Premium,696,38.6,30.5,6010,14741,763,5927750,4081612,10009362
P0777,Rural,1505,2,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Italian Marble,Premium,649,40.0,25.7,5714,13456,547,5792167,4500338,10292505
P0778,Urban,1154,2,6.0,Slab Roof,Soft,Premium Acrylic,Ceramic Tiles,Standard,467,25.9,20.6,4683,11193,576,4243933,2943211,7187144
P0779,Urban,1262,1,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,536,34.6,19.5,4690,12227,561,4058040,3127861,7185901
P0780,Urban,1446,2,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,640,35.6,23.4,5656,13638,529,4154465,3055292,7209757
P0781,Urban,1179,1,9.0,Slab Roof,Hard,Premium Acrylic,Ceramic Tiles,Standard,527,27.6,18.3,4301,11087,541,4462784,2969563,7432347
P0782,Urban,1230,1,6.0,RCC Flat Roof,Soft,Plastic Emulsion,Ceramic Tiles,Standard,544,33.2,18.7,5470,10156,436,4193331,2976445,7169776
P0783,Urban,1430,2,9.0,RCC Flat Roof,Medium,Apex Weather Proof,Italian Marble,Premium,607,39.8,22.4,5603,13871,700,6509715,4411267,10920982
P0784,Urban,1520,2,6.0,RCC Flat Roof,Soft,Apex Weather Proof,Italian Marble,Premium,608,35.6,26.8,5493,13829,532,8406012,6101345,14507357
P0785,Urban,1774,3,9.0,RCC Flat Roof,Medium,Royal Emulsion,Imported Vitrified Tiles,Premium,703,41.8,32.9,6523,15839,626,8445076,6411017,14856093
P0786,Semi-Urban,1034,1,6.0,RCC Flat Roof,Hard,Distemper,Mosaic,Basic,433,27.0,17.3,4209,9197,464,2672984,2074476,4747460
P0787,Urban,1228,2,9.0,RCC Flat Roof,Hard,Premium Acrylic,Ceramic Tiles,Standard,533,33.8,20.3,4602,10767,439,4440284,2855707,7295991
P0788,Rural,1418,2,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,624,36.7,21.4,5990,11444,708,4791108,3032920,7824028
P0789,Urban,1177,2,6.0,Slab Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,499,30.0,20.8,5044,10724,563,4165448,3091962,7257410
P0790,Semi-Urban,1147,1,6.0,RCC Flat Roof,Hard,Standard Acrylic,Ceramic Tiles,Basic,471,27.4,20.7,4226,10614,431,2356420,1822892,4179312
P0791,Urban,1560,3,9.0,RCC Flat Roof,Medium,Lustre Paint,Granite,Premium,637,36.9,28.2,6531,13912,678,6711760,4443941,11155701
P0792,Semi-Urban,1328,2,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Ceramic Tiles,Standard,547,29.8,26.3,5815,12628,650,4525802,3369768,7895570
P0793,Semi-Urban,1368,1,9.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,539,37.5,22.4,5364,11497,558,4533240,3156750,7689990
P0794,Urban,1322,1,9.0,Slab Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,538,33.7,25.3,4876,12650,580,4767119,3001973,7769092
P0795,Urban,1502,3,9.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,577,39.7,24.9,5778,12641,626,6815668,5287743,12103411
P0796,Urban,1024,1,4.5,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,438,25.2,19.8,4295,8208,453,2560647,1966476,4527123
P0797,Semi-Urban,1012,1,4.5,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,416,26.6,17.1,4480,8287,410,3007569,1983938,4991507
P0798,Urban,1309,1,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,542,36.2,24.5,5537,10593,566,4502120,3154293,7656413
P0799,Rural,1213,1,9.0,Slab Roof,Soft,Premium Acrylic,Vitrified Tiles,Standard,471,33.0,18.6,4630,12108,501,4121222,3136119,7257341
P0800,Rural,1107,1,4.5,Metal Sheet Roof,Soft,Distemper,Ceramic Tiles,Basic,488,24.7,21.5,4117,10358,484,2956474,2027665,4984139
P0801,Semi-Urban,1205,1,9.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,508,31.0,18.3,4695,11047,555,4111590,2989981,7101571
P0802,Urban,1662,2,9.0,RCC Sloped Roof,Hard,Lustre Paint,Imported Vitrified Tiles,Premium,692,41.9,31.4,6340,14897,823,8446792,5623481,14070273
P0803,Urban,1227,1,6.0,Slab Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,486,30.1,24.1,5373,10937,505,4232147,2901079,7133226
P0804,Urban,1200,2,6.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,530,30.6,19.5,4571,11725,473,4264959,2787224,7052183
P0805,Rural,1402,2,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,562,38.0,25.3,5543,12359,595,4499307,3500509,7999816
P0806,Semi-Urban,1331,2,6.0,Slab Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,571,31.4,21.4,5555,10925,556,4715524,3282778,7998302
P0807,Urban,1139,2,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,432,28.9,20.4,5093,9935,465,2394425,1790842,4185267
P0808,Urban,998,1,4.5,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,384,26.4,18.8,4488,9780,487,2901350,1871453,4772803
P0809,Semi-Urban,1305,2,6.0,RCC Flat Roof,Soft,Premium Acrylic,Ceramic Tiles,Standard,542,34.9,20.7,5315,13007,513,4331740,2796805,7128545
P0810,Urban,1717,3,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Italian Marble,Premium,699,45.6,26.4,7494,15213,750,6174987,4024041,10199028
P0811,Urban,1163,2,6.0,RCC Flat Roof,Hard,Standard Acrylic,Ceramic Tiles,Basic,457,27.1,20.7,4985,10035,421,2874880,2015433,4890313
P0812,Semi-Urban,1131,1,6.0,RCC Flat Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,437,31.2,20.1,4241,9514,418,2471692,1749971,4221663
P0813,Urban,1593,2,9.0,RCC Flat Roof,Medium,Apex Weather Proof,Granite,Premium,645,39.3,30.7,5783,13781,695,7254495,4824586,12079081
P0814,Semi-Urban,991,1,4.5,Metal Sheet Roof,Hard,Distemper,Ceramic Tiles,Basic,409,22.1,19.7,4251,8899,359,2571693,1746512,4318205
P0815,Semi-Urban,962,1,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,372,25.2,15.4,4257,8110,373,2421485,1769231,4190716
P0816,Semi-Urban,1238,1,9.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,536,33.7,23.8,5527,11343,602,4519778,2907827,7427605
P0817,Semi-Urban,1404,2,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,545,37.7,21.1,5352,11721,615,4033474,2978152,7011626
P0818,Urban,1386,2,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,532,35.0,21.8,5110,13559,486,4560466,2927871,7488337
P0819,Urban,1445,2,9.0,RCC Sloped Roof,Medium,Royal Emulsion,Granite,Premium,562,36.2,23.7,5290,12791,534,7702696,5093775,12796471
P0820,Urban,1584,3,9.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,625,37.5,27.8,6353,15251,733,7781044,4874679,12655723
P0821,Semi-Urban,1053,1,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,422,27.2,20.4,4108,8564,450,2470474,1783402,4253876
P0822,Semi-Urban,1642,2,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Granite,Premium,625,38.1,30.2,7002,15894,646,9087141,5668023,14755164
